0,0.20000000298023224
500,26.80000039935112
1000,53.40000079572201
1500,80.40000119805336
2000,99.40000148117542
2500,115.10000171512365
3000,136.80000203847885
3500,156.55000233277678
4000,177.55000264570117
4500,200.85000299289823
5000,224.30000334233046
5500,246.2000036686659
6000,269.50000401586294
6500,285.80000425875187
7000,304.20000453293324
7500,324.6000048369169
8000,345.45000514760613
8500,366.55000546202064
9000,387.65000577643514
9500,405.05000603571534
10000,418.1000062301755
10500,437.3000065162778
11000,457.85000682249665
11500,480.0000071525574
12000,498.3000074252486
12423,498.3000074252486
