0,0.20000000298023224
500,26.80000039935112
1000,53.35000079497695
1500,80.3500011973083
2000,99.3000014796853
2500,114.30000170320272
3000,134.90000201016665
3500,154.05000229552388
4000,174.6500026024878
4500,198.1500029526651
5000,220.40000328421593
5500,241.00000359117985
6000,263.7000039294362
6500,278.80000415444374
7000,297.0000044256449
7500,317.05000472441316
8000,337.4000050276518
8500,358.20000533759594
9000,379.0000056475401
9500,394.3500058762729
10000,406.6500060595572
10500,422.7500062994659
11000,442.9000065997243
11500,464.8000069260597
12000,483.15000719949603
12478,501.60000747442245
