0,0.20000000298023224,0.15000000223517418
500,26.650000397115946,26.80000039935112
1000,53.6500007994473,53.200000792741776
1500,82.00000122189522,80.65000120177865
2000,101.90000151842833,101.35000151023269
2500,118.55000176653266,116.90000174194574
3000,139.20000207424164,138.4000020623207
3500,159.65000237897038,158.15000235661864
4000,180.45000268891454,179.15000266954303
4500,203.90000303834677,202.50000301748514
5000,226.55000337585807,225.30000335723162
5500,248.40000370144844,247.30000368505716
6000,271.25000404194,270.80000403523445
6500,287.85000428929925,287.1000042781234
7000,306.90000457316637,305.4500045515597
7500,327.45000487938523,325.90000485628843
8000,347.80000518262386,346.60000516474247
8500,369.6000055074692,367.8000054806471
9000,390.7000058218837,388.7500057928264
9500,407.7000060752034,406.10000605136156
10000,420.65000626817346,419.0500062443316
10500,436.75000650808215,434.2000064700842
11000,457.00000680983067,454.8000067770481
11500,480.2000071555376,477.05000710859895
12000,499.50000744313,495.55000738427043
12423,499.50000744313,495.55000738427043
